SJHGG074	0.0129353233831
SJHGG067	0.00497512437811
SJHGG076	0.0179104477612
SJHGG077	0.0149253731343
SJHGG070	0.0109452736318
SJHGG071	0.00995024875622
SJHGG073	0.0218905472637
SJHGG014	0.0258706467662
SJHGG117	0.0109452736318
SJHGG079	0.0129353233831
SJHGG118	0.0169154228856
ICGC_GBM12	0.0298507462687
SJHGG062	0.0318407960199
ICGC_GBM2	0.0407960199005
SJHGG058	0.0119402985075
ICGC_GBM17	0.0278606965174
SJHGG049	0.0228855721393
SJHGG048	0.0248756218905
SJHGG008	0.0268656716418
SJHGG045	0.0258706467662
SJHGG044	0.0189054726368
SJHGG047	0.00995024875622
SJHGG040	0.0189054726368
SJHGG001	0.0129353233831
SJHGG066	0.0218905472637
SJHGG065	0.00696517412935
ICGC_GBM16	0.0089552238806
SJHGG004	0.00696517412935
SJHGG061	0.0238805970149
SJHGG060	0.0228855721393
SJHGG100	0.0119402985075
SJHGG101	0.0189054726368
SJHGG102	0.0308457711443
SJHGG010324	0.0189054726368
SJHGG105	0.0268656716418
SJHGG106	0.0378109452736
SJHGG010325	0.0199004975124
ICGC_GBM18	0.0119402985075
SJHGG053	0.0218905472637
SJHGG068	0.0318407960199
ICGC_GBM26	0.0119402985075
ICGC_GBM27	0.01592039801
SJHGG104	0.0129353233831
SJHGG054	0.00597014925373
ICGC_GBM24	0.01592039801
ICGC_GBM53	0.0119402985075
SJHGG094	0.00995024875622
ICGC_GBM48	0.0199004975124
ICGC_GBM65	0.0119402985075
SJHGG050	0.0208955223881
SJHGG051	0.0119402985075
SJHGG056	0.00696517412935
SJHGG057	0.0169154228856
SJHGG109	0.0238805970149
SJHGG055	0.0169154228856
